PBE_BitVec/icfp_gen_1.1.sl,EUSolver,1.10385,correct,23
PBE_BitVec/icfp_gen_1.10.sl,EUSolver,7.57149,correct,48
PBE_BitVec/icfp_gen_1.11.sl,EUSolver,0.846725,correct,17
PBE_BitVec/icfp_gen_1.12.sl,EUSolver,1.44173,correct,44
PBE_BitVec/icfp_gen_1.13.sl,EUSolver,19.9344,correct,66
PBE_BitVec/icfp_gen_1.14.sl,EUSolver,74.9406,correct,470
PBE_BitVec/icfp_gen_1.15.sl,EUSolver,16.15,correct,11
PBE_BitVec/icfp_gen_1.16.sl,EUSolver,2.23414,correct,50
PBE_BitVec/icfp_gen_1.17.sl,EUSolver,18.5413,correct,23
PBE_BitVec/icfp_gen_1.18.sl,EUSolver,65.2467,correct,48
PBE_BitVec/icfp_gen_1.19.sl,EUSolver,0.933703,correct,12
PBE_BitVec/icfp_gen_1.2.sl,EUSolver,4.73298,correct,68
PBE_BitVec/icfp_gen_1.20.sl,EUSolver,4.70517,correct,27
PBE_BitVec/icfp_gen_1.3.sl,EUSolver,0.84238,correct,9
PBE_BitVec/icfp_gen_1.4.sl,EUSolver,1.8747,correct,29
PBE_BitVec/icfp_gen_1.5.sl,EUSolver,4.16632,correct,22
PBE_BitVec/icfp_gen_1.6.sl,EUSolver,7.54179,correct,100
PBE_BitVec/icfp_gen_1.7.sl,EUSolver,3.37818,correct,21
PBE_BitVec/icfp_gen_1.8.sl,EUSolver,1.98486,correct,16
PBE_BitVec/icfp_gen_1.9.sl,EUSolver,26.6648,correct,22
PBE_BitVec/icfp_gen_10.1.sl,EUSolver,1.07541,correct,14
PBE_BitVec/icfp_gen_10.10.sl,EUSolver,16.3405,correct,139
PBE_BitVec/icfp_gen_10.11.sl,EUSolver,8.88744,correct,73
PBE_BitVec/icfp_gen_10.12.sl,EUSolver,1.05905,correct,15
PBE_BitVec/icfp_gen_10.13.sl,EUSolver,8.31907,correct,13
PBE_BitVec/icfp_gen_10.14.sl,EUSolver,21.1996,correct,89
PBE_BitVec/icfp_gen_10.15.sl,EUSolver,7.82503,correct,54
PBE_BitVec/icfp_gen_10.16.sl,EUSolver,7.43019,correct,80
PBE_BitVec/icfp_gen_10.17.sl,EUSolver,1.02652,correct,40
PBE_BitVec/icfp_gen_10.18.sl,EUSolver,4.87045,correct,35
PBE_BitVec/icfp_gen_10.19.sl,EUSolver,5.48892,correct,37
PBE_BitVec/icfp_gen_10.2.sl,EUSolver,0.821934,correct,14
PBE_BitVec/icfp_gen_10.20.sl,EUSolver,20.6332,correct,16
PBE_BitVec/icfp_gen_10.3.sl,EUSolver,10.041,correct,71
PBE_BitVec/icfp_gen_10.4.sl,EUSolver,38.43,correct,34
PBE_BitVec/icfp_gen_10.5.sl,EUSolver,1.66452,correct,18
PBE_BitVec/icfp_gen_10.6.sl,EUSolver,57.7918,correct,51
PBE_BitVec/icfp_gen_10.7.sl,EUSolver,16.5494,correct,67
PBE_BitVec/icfp_gen_10.8.sl,EUSolver,8.57865,correct,20
PBE_BitVec/icfp_gen_10.9.sl,EUSolver,1.01976,correct,20
PBE_BitVec/icfp_gen_11.1.sl,EUSolver,24.6344,correct,203
PBE_BitVec/icfp_gen_11.10.sl,EUSolver,6.01385,correct,32
PBE_BitVec/icfp_gen_11.11.sl,EUSolver,4.48188,correct,73
PBE_BitVec/icfp_gen_11.12.sl,EUSolver,3.80485,correct,52
PBE_BitVec/icfp_gen_11.13.sl,EUSolver,4.20122,correct,51
PBE_BitVec/icfp_gen_11.14.sl,EUSolver,1.45082,correct,29
PBE_BitVec/icfp_gen_11.15.sl,EUSolver,7.97779,correct,39
PBE_BitVec/icfp_gen_11.16.sl,EUSolver,8.78429,correct,22
PBE_BitVec/icfp_gen_11.17.sl,EUSolver,39.6821,correct,57
PBE_BitVec/icfp_gen_11.18.sl,EUSolver,1.21742,correct,22
PBE_BitVec/icfp_gen_11.19.sl,EUSolver,3.55478,correct,40
PBE_BitVec/icfp_gen_11.2.sl,EUSolver,3.82174,correct,110
PBE_BitVec/icfp_gen_11.20.sl,EUSolver,6.99492,correct,37
PBE_BitVec/icfp_gen_11.3.sl,EUSolver,7.96427,correct,42
PBE_BitVec/icfp_gen_11.4.sl,EUSolver,18.0481,correct,123
PBE_BitVec/icfp_gen_11.5.sl,EUSolver,1.11748,correct,18
PBE_BitVec/icfp_gen_11.6.sl,EUSolver,0.686293,correct,2
PBE_BitVec/icfp_gen_11.7.sl,EUSolver,2.36066,correct,22
PBE_BitVec/icfp_gen_11.8.sl,EUSolver,1.18158,correct,13
PBE_BitVec/icfp_gen_11.9.sl,EUSolver,1.68808,correct,43
PBE_BitVec/icfp_gen_12.1.sl,EUSolver,6.47604,correct,47
PBE_BitVec/icfp_gen_12.10.sl,EUSolver,8.27442,correct,54
