CLIA_Track/fg_array_search_10.sl,EUSolver,4.9059,correct,411
CLIA_Track/fg_array_search_11.sl,EUSolver,6.77377,correct,496
CLIA_Track/fg_array_search_12.sl,EUSolver,9.19001,correct,589
CLIA_Track/fg_array_search_13.sl,EUSolver,12.1172,correct,690
CLIA_Track/fg_array_search_14.sl,EUSolver,16.1085,correct,799
CLIA_Track/fg_array_search_15.sl,EUSolver,20.8199,correct,916
CLIA_Track/fg_array_search_2.sl,EUSolver,0.652133,correct,19
CLIA_Track/fg_array_search_3.sl,EUSolver,0.747488,correct,40
CLIA_Track/fg_array_search_4.sl,EUSolver,0.890246,correct,69
CLIA_Track/fg_array_search_5.sl,EUSolver,1.13282,correct,106
CLIA_Track/fg_array_search_6.sl,EUSolver,1.44352,correct,151
CLIA_Track/fg_array_search_7.sl,EUSolver,1.93225,correct,204
CLIA_Track/fg_array_search_8.sl,EUSolver,2.76534,correct,265
CLIA_Track/fg_array_search_9.sl,EUSolver,3.68251,correct,334
CLIA_Track/fg_array_sum_10_15.sl,EUSolver,34.6564,correct,1666
CLIA_Track/fg_array_sum_10_5.sl,EUSolver,35.6529,correct,1666
CLIA_Track/fg_array_sum_2_15.sl,EUSolver,0.600538,correct,10
CLIA_Track/fg_array_sum_2_5.sl,EUSolver,0.601366,correct,10
CLIA_Track/fg_array_sum_3_15.sl,EUSolver,0.66256,correct,31
CLIA_Track/fg_array_sum_3_5.sl,EUSolver,0.659783,correct,31
CLIA_Track/fg_array_sum_4_15.sl,EUSolver,0.766864,correct,88
CLIA_Track/fg_array_sum_4_5.sl,EUSolver,0.760658,correct,88
CLIA_Track/fg_array_sum_5_15.sl,EUSolver,1.21455,correct,199
CLIA_Track/fg_array_sum_6_15.sl,EUSolver,5.46051,correct,422
CLIA_Track/fg_array_sum_6_5.sl,EUSolver,5.42777,correct,422
CLIA_Track/fg_array_sum_7_15.sl,EUSolver,6.844,correct,585
CLIA_Track/fg_array_sum_7_5.sl,EUSolver,6.94829,correct,585
CLIA_Track/fg_array_sum_8_15.sl,EUSolver,9.94357,correct,970
CLIA_Track/fg_array_sum_8_5.sl,EUSolver,10.0452,correct,970
CLIA_Track/fg_array_sum_9_15.sl,EUSolver,27.9871,correct,1369
CLIA_Track/fg_array_sum_9_5.sl,EUSolver,28.0218,correct,1369
CLIA_Track/fg_eightfuncs.sl,EUSolver,0.654474,correct,36
CLIA_Track/fg_fivefuncs.sl,EUSolver,0.615441,correct,17
CLIA_Track/fg_max10.sl,EUSolver,3.9229,correct,334
CLIA_Track/fg_max11.sl,EUSolver,9.68197,correct,411
CLIA_Track/fg_max12.sl,EUSolver,13.5759,correct,496
CLIA_Track/fg_max13.sl,EUSolver,12.1867,correct,589
CLIA_Track/fg_max14.sl,EUSolver,26.2331,correct,690
CLIA_Track/fg_max15.sl,EUSolver,17.9572,correct,690
CLIA_Track/fg_max2.sl,EUSolver,0.639489,correct,6
CLIA_Track/fg_max3.sl,EUSolver,0.739896,correct,19
CLIA_Track/fg_max4.sl,EUSolver,0.907551,correct,40
CLIA_Track/fg_max5.sl,EUSolver,0.849096,correct,69
CLIA_Track/fg_max6.sl,EUSolver,2.14244,correct,106
CLIA_Track/fg_max7.sl,EUSolver,2.46559,correct,151
CLIA_Track/fg_max8.sl,EUSolver,1.74337,correct,204
CLIA_Track/fg_max9.sl,EUSolver,2.94503,correct,265
CLIA_Track/fg_mpg_example1.sl,EUSolver,0.711562,correct,18
CLIA_Track/fg_mpg_example2.sl,EUSolver,1.63909,correct,211
CLIA_Track/fg_mpg_example3.sl,EUSolver,2.43553,correct,428
CLIA_Track/fg_mpg_example4.sl,EUSolver,5.30314,correct,514
CLIA_Track/fg_mpg_example5.sl,EUSolver,3.69373,correct,1271
CLIA_Track/fg_mpg_guard1.sl,EUSolver,0.707084,correct,16
CLIA_Track/fg_mpg_guard2.sl,EUSolver,0.771873,correct,30
CLIA_Track/fg_mpg_guard3.sl,EUSolver,0.777858,correct,32
CLIA_Track/fg_mpg_guard4.sl,EUSolver,0.776956,correct,34
CLIA_Track/fg_mpg_ite1.sl,EUSolver,0.835,correct,57
CLIA_Track/fg_mpg_ite2.sl,EUSolver,1.14132,correct,189
CLIA_Track/fg_mpg_plane1.sl,EUSolver,0.662948,correct,3
CLIA_Track/fg_mpg_plane2.sl,EUSolver,0.668732,correct,9
CLIA_Track/fg_mpg_plane3.sl,EUSolver,0.673114,correct,9
CLIA_Track/fg_ninefuncs.sl,EUSolver,0.670664,correct,55
CLIA_Track/fg_polynomial.sl,EUSolver,0.55711,correct,2
CLIA_Track/fg_polynomial1.sl,EUSolver,0.557256,correct,2
CLIA_Track/fg_polynomial2.sl,EUSolver,0.763131,correct,4
CLIA_Track/fg_polynomial3.sl,EUSolver,0.841525,correct,4
CLIA_Track/fg_polynomial4.sl,EUSolver,233.376,correct,8
CLIA_Track/fg_sevenfuncs.sl,EUSolver,0.648797,correct,47
CLIA_Track/fg_sixfuncs.sl,EUSolver,0.627321,correct,28
